,timestamp,motion,x,y,touching,block,keysDown,variables,stageVariables
187,1.954,motion,208,155,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
188,1.955,motion,208,155,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
189,1.987,motion,208,150,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
190,1.987,motion,208,150,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
191,1.988,motion,208,150,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
192,2.023,motion,208,145,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
193,2.023,motion,208,145,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
194,2.024,motion,208,145,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
195,2.054,motion,208,140,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
196,2.054,motion,208,140,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
197,2.054,motion,208,140,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
198,2.087,motion,208,135,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
199,2.087,motion,208,135,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
200,2.088,motion,208,135,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
201,2.121,motion,208,130,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
202,2.121,motion,208,130,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
203,2.121,motion,208,130,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
204,2.154,motion,208,125,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
205,2.154,motion,208,125,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
206,2.154,motion,208,125,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
207,2.185,motion,208,120,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
208,2.186,motion,208,120,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
209,2.186,motion,208,120,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
210,2.219,motion,208,115,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
211,2.219,motion,208,115,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
212,2.219,motion,208,115,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
213,2.252,motion,208,110,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
214,2.252,motion,208,110,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
215,2.252,motion,208,110,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
216,2.287,motion,208,105,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
217,2.287,motion,208,105,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
218,2.287,motion,208,105,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
219,2.319,motion,208,100,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
220,2.319,motion,208,100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
221,2.32,motion,208,100,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
222,2.351,motion,208,95,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
223,2.351,motion,208,95,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
224,2.351,motion,208,95,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
225,2.384,motion,208,90,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
226,2.384,motion,208,90,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
227,2.385,motion,208,90,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
228,2.417,motion,208,85,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
229,2.417,motion,208,85,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
230,2.417,motion,208,85,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
231,2.45,motion,208,80,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
232,2.45,motion,208,80,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
233,2.451,motion,208,80,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
234,2.485,motion,208,75,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
235,2.485,motion,208,75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
236,2.486,motion,208,75,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
237,2.519,motion,208,70,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
238,2.519,motion,208,70,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
239,2.52,motion,208,70,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
240,2.548,motion,208,65,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
241,2.548,motion,208,65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
242,2.549,motion,208,65,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
243,2.582,motion,208,60,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
244,2.582,motion,208,60,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
245,2.582,motion,208,60,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
246,2.614,motion,208,55,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
247,2.614,motion,208,55,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
248,2.615,motion,208,55,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
249,2.649,motion,208,50,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
250,2.649,motion,208,50,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
251,2.65,motion,208,50,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
252,2.68,motion,208,45,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
253,2.681,motion,208,45,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
254,2.681,motion,208,45,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
255,2.716,motion,208,40,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
256,2.716,motion,208,40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
257,2.716,motion,208,40,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
258,2.749,motion,208,35,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
259,2.749,motion,208,35,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
260,2.749,motion,208,35,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
261,2.78,motion,208,30,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
262,2.78,motion,208,30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
263,2.78,motion,208,30,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
264,2.815,motion,208,25,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
265,2.815,motion,208,25,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
266,2.815,motion,208,25,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
267,2.846,motion,208,20,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
268,2.846,motion,208,20,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
269,2.846,motion,208,20,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
270,2.879,motion,208,15,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
271,2.879,motion,208,15,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
272,2.88,motion,208,15,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
273,2.915,motion,208,10,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
274,2.915,motion,208,10,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
275,2.915,motion,208,10,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
276,2.944,motion,208,5,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
277,2.945,motion,208,5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
278,2.946,motion,208,5,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
279,2.978,motion,208,0,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
280,2.978,motion,208,0,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
281,2.978,motion,208,0,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
282,3.01,motion,208,-5,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
283,3.01,motion,208,-5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
284,3.011,motion,208,-5,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
285,3.045,motion,208,-10,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
286,3.045,motion,208,-10,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
287,3.046,motion,208,-10,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
288,3.077,motion,208,-15,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
289,3.077,motion,208,-15,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
290,3.077,motion,208,-15,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
291,3.11,motion,208,-20,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
292,3.11,motion,208,-20,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
293,3.11,motion,208,-20,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
294,3.143,motion,208,-25,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
295,3.143,motion,208,-25,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
296,3.143,motion,208,-25,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
297,3.179,motion,208,-30,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
298,3.179,motion,208,-30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
299,3.179,motion,208,-30,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
300,3.21,motion,208,-35,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
301,3.21,motion,208,-35,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
302,3.21,motion,208,-35,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
303,3.241,motion,208,-40,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
304,3.241,motion,208,-40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
305,3.242,motion,208,-40,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
306,3.274,motion,208,-45,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
307,3.274,motion,208,-45,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
308,3.275,motion,208,-45,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
309,3.308,motion,208,-50,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
310,3.308,motion,208,-50,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
311,3.308,motion,208,-50,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
312,3.343,motion,208,-55,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
313,3.343,motion,208,-55,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
314,3.343,motion,208,-55,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
315,3.375,motion,208,-60,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
316,3.375,motion,208,-60,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
317,3.375,motion,208,-60,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
318,3.407,motion,208,-65,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
319,3.407,motion,208,-65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
320,3.407,motion,208,-65,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
321,3.441,motion,208,-70,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
322,3.441,motion,208,-70,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
323,3.441,motion,208,-70,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
324,3.473,motion,208,-75,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
325,3.473,motion,208,-75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
326,3.473,motion,208,-75,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
327,3.509,motion,208,-80,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'var1': 29, 'var2': 26}"
328,3.509,motion,208,-80,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'var1': 29, 'var2': 26}"
329,3.509,motion,208,-80,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'var1': 29, 'var2': 26}"
330,3.54,motion,208,-85,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
331,3.54,motion,208,-85,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
332,3.54,motion,208,-85,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
333,3.574,motion,208,-90,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
334,3.575,motion,208,-90,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
335,3.575,motion,208,-90,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
336,3.605,motion,208,-95,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
337,3.605,motion,208,-95,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
338,3.605,motion,208,-95,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
339,3.639,motion,208,-100,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
340,3.639,motion,208,-100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
341,3.64,motion,208,-100,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
342,3.672,motion,208,-105,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
343,3.672,motion,208,-105,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
344,3.672,motion,208,-105,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
345,3.707,motion,208,-110,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
346,3.707,motion,208,-110,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
347,3.707,motion,208,-110,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
348,3.737,motion,208,-115,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
349,3.737,motion,208,-115,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
350,3.738,motion,208,-115,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
351,3.772,motion,208,-120,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
352,3.772,motion,208,-120,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
353,3.772,motion,208,-120,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
354,3.802,motion,208,-125,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
355,3.803,motion,208,-125,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
356,3.803,motion,208,-125,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
357,3.836,motion,208,-130,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
358,3.836,motion,208,-130,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
359,3.836,motion,208,-130,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
360,3.868,motion,208,-135,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
361,3.869,motion,208,-135,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
362,3.869,motion,208,-135,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
363,3.904,motion,208,-140,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
364,3.904,motion,208,-140,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
365,3.904,motion,208,-140,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
366,3.936,motion,208,-145,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
367,3.936,motion,208,-145,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
368,3.936,motion,208,-145,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
369,3.967,motion,208,-150,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
370,3.967,motion,208,-150,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
371,3.968,motion,208,-150,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'var1': 29, 'var2': 26}"
372,4.001,motion,208,-155,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'var1': 29, 'var2': 26}"
373,4.001,motion,208,-155,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'var1': 29, 'var2': 26}"
